Department,Category,Condition Group,Sales Week,Gross Revenue,Return Value,Net Item Revenue (Fulfilled),Gross Items (Fullfilled),Net Items (Fulfilled),Gross Orders (Fulfilled),Net Sell Through Items (Week),MSRP of Sold Items,Avg. Item Age When Sold,Avg. Item Age EOW,EOW Inventory For Sale $,EOW Inventory For Sale Items,MSRP of EOW Inventory
Outdoor Storage,Shelves,OK,12/2/18,63,0,63,2,2,6,0.01,137,84.93,165.76,10905,228,21552
Outdoor Storage,Shelves,OK,11/25/18,252,0,252,5,5,5,0.02,548,105.41,161.77,10962,229,21663
Outdoor Storage,Shelves,OK,11/18/18,340,0,340,7,7,8,0.03,739,165.24,157.92,11054,231,21846
Outdoor Storage,Shelves,OK,11/11/18,326,0,326,7,7,8,0.03,709,176.41,153.65,11383,239,22496
Outdoor Storage,Shelves,OK,11/4/18,354,0,354,7,7,7,0.03,770,108.34,148.19,11663,244,23050
Outdoor Storage,Shelves,OK,10/28/18,0,10,-10,0,0,2,0,-22,125.66,144.2,11937,250,23591
Outdoor Storage,Shelves,OK,10/21/18,206,0,206,4,4,5,0.02,448,99.72,140.77,11860,248,23439
Outdoor Storage,Shelves,OK,10/14/18,272.5,54.5,218,5,4,6,0.02,474,53.98,134.05,12110,253,23933
Outdoor Storage,Shelves,OK,10/7/18,56,28,28,2,1,2,0,61,74.23,128.66,12246,256,24202
Outdoor Storage,Envelopes,Perfect,1/13/19,995.83,39.83,956,25,24,23,0.06,1125,194.43,209.65,16906,359,24862
Outdoor Storage,Envelopes,Perfect,1/6/19,1412.16,37.16,1375,38,37,35,0.09,1618,180.64,202.58,17791,380,26164
Outdoor Storage,Envelopes,Perfect,12/30/18,762,0,762,20,20,22,0.05,896,217.37,196.91,19380,419,28500
Outdoor Storage,Envelopes,Perfect,12/23/18,805.38,47.38,758,17,16,17,0.04,892,133.29,192.15,19832,433,29165
Outdoor Storage,Envelopes,Perfect,12/16/18,595.83,45.83,550,13,12,22,0.03,647,125.43,185.5,20193,441,29695
Outdoor Storage,Envelopes,Perfect,12/9/18,859,0,859,26,26,34,0.06,1011,165.32,183.05,19773,431,29077
Outdoor Storage,Envelopes,Perfect,12/2/18,2433.8,46.8,2387,52,51,45,0.1,2808,186.34,181.79,20451,452,30075
Outdoor Storage,Envelopes,Perfect,11/25/18,896,0,896,20,20,26,0.04,1054,157.62,179.83,21905,485,32214
Outdoor Storage,Envelopes,Perfect,11/18/18,813.87,50.87,763,16,15,16,0.03,898,102.64,178.57,22310,492,32809
Outdoor Storage,Envelopes,Perfect,11/11/18,953,0,953,20,20,19,0.04,1121,163.47,175.07,22158,491,32586
Outdoor Storage,Envelopes,Perfect,11/4/18,1287.69,47.69,1240,27,26,29,0.05,1459,209.9,177.8,22220,494,32676
Outdoor Storage,Envelopes,Perfect,10/28/18,950,50,900,19,18,24,0.03,1059,142.84,174.51,23080,511,33941
Outdoor Storage,Envelopes,Perfect,10/21/18,1617.58,47.58,1570,34,33,31,0.06,1847,114.73,171.22,23221,512,34149
Outdoor Storage,Envelopes,Perfect,10/14/18,2385.71,47.71,2338,50,49,47,0.09,2751,126.13,168.98,23933,529,35195
Outdoor Storage,Envelopes,Perfect,10/7/18,2100,50,2050,42,41,44,0.07,2412,139.99,163.45,25808,565,37953
Outdoor Storage,Envelopes,Great,1/13/19,482,0,482,12,12,11,0.11,567,291.06,216.51,4634,98,6815
Outdoor Storage,Envelopes,Great,1/6/19,262.86,32.86,230,8,7,10,0.06,271,148.3,210.35,5002,107,7355
Outdoor Storage,Envelopes,Great,12/30/18,441.1,40.1,401,11,10,12,0.08,472,128.28,198.59,5227,113,7687
Outdoor Storage,Envelopes,Great,12/23/18,201.25,40.25,161,5,4,5,0.03,189,60.37,194.6,5550,121,8161
Outdoor Storage,Envelopes,Great,12/16/18,288,0,288,7,7,7,0.06,339,173.56,197.75,5393,118,7931
Outdoor Storage,Envelopes,Great,12/9/18,421.67,76.67,345,11,9,10,0.07,406,142.37,186.55,5448,119,8012
Outdoor Storage,Envelopes,Great,12/2/18,546.92,72.92,474,15,13,14,0.09,558,184.03,185.5,5837,129,8583
Outdoor Storage,Envelopes,Great,11/25/18,367.88,40.88,327,9,8,8,0.06,385,128.74,186.62,5959,135,8763
Outdoor Storage,Envelopes,Great,11/18/18,216.67,86.67,130,5,3,3,0.02,153,154,185.08,6175,141,9081
Outdoor Storage,Envelopes,Great,11/11/18,124,0,124,3,3,3,0.02,146,31.72,176.4,6201,142,9119
Outdoor Storage,Envelopes,Great,11/4/18,485.45,40.45,445,12,11,12,0.07,524,123.28,169.12,6156,141,9052
Outdoor Storage,Envelopes,Great,10/28/18,360,0,360,8,8,9,0.05,424,210.21,175.21,6310,147,9279
Outdoor Storage,Envelopes,Great,10/21/18,501.82,41.82,460,12,11,12,0.07,541,89.55,164.57,6592,153,9695
Outdoor Storage,Envelopes,Great,10/14/18,585,0,585,14,14,13,0.08,688,113.04,160.86,6959,162,10233
Outdoor Storage,Envelopes,Great,10/7/18,643,0,643,14,14,14,0.07,756,121.51,151.34,7417,174,10908
Outdoor Storage,Envelopes,OK,1/13/19,0,0,0,0,0,0,0,0,0,234.64,842,19,1238
Outdoor Storage,Envelopes,OK,1/6/19,54,0,54,1,1,1,0.05,64,14.94,218.96,842,19,1238
Outdoor Storage,Envelopes,OK,12/30/18,36,0,36,1,1,1,0.05,42,200.28,212.66,886,20,1302
Outdoor Storage,Envelopes,OK,12/23/18,40,20,20,2,1,1,0.05,24,37.88,199.99,922,21,1356
Outdoor Storage,Envelopes,OK,12/16/18,0,0,0,0,0,0,0,0,0,199.64,942,22,1385
Outdoor Storage,Envelopes,OK,12/9/18,89,0,89,3,3,3,0.14,105,195.66,205.66,759,18,1116
Outdoor Storage,Envelopes,OK,12/2/18,108,36,72,3,2,2,0.09,85,159.7,214.06,849,21,1249
Outdoor Storage,Envelopes,OK,11/25/18,127,0,127,2,2,3,0.08,149,107.57,203.56,884,22,1301
Outdoor Storage,Envelopes,OK,11/18/18,-8,-4,-4,2,1,2,0.04,-5,285.05,188.3,1049,25,1543
Outdoor Storage,Envelopes,OK,11/11/18,0,0,0,0,0,0,0,0,0,192.36,989,25,1454
Outdoor Storage,Envelopes,OK,11/4/18,0,0,0,0,0,0,0,0,0,187.46,989,25,1454
Outdoor Storage,Envelopes,OK,10/28/18,126,0,126,3,3,3,0.12,148,68.38,190.19,876,22,1288
Outdoor Storage,Envelopes,OK,10/21/18,60,0,60,1,1,1,0.04,71,9.39,179.06,991,26,1458
Outdoor Storage,Envelopes,OK,10/14/18,144,0,144,4,4,4,0.14,169,137.75,180.74,997,25,1466
Outdoor Storage,Envelopes,OK,10/7/18,98,0,98,3,3,4,0.09,115,99.41,164.99,1170,29,1721
Outdoor Storage,Cabinets,Perfect,1/13/19,382.5,127.5,255,3,2,2,0.02,327,135.83,213.85,12607,83,14694
Outdoor Storage,Cabinets,Perfect,1/6/19,170,85,85,2,1,1,0.01,109,106.49,207.69,12888,85,15021
Outdoor Storage,Cabinets,Perfect,12/30/18,0,0,0,0,0,0,0,0,0,202.79,12981,86,15129
Outdoor Storage,Cabinets,Perfect,12/23/18,109,0,109,1,1,1,0.01,140,82.85,196.49,12981,86,15129
Outdoor Storage,Cabinets,Perfect,12/16/18,0,0,0,0,0,0,0,0,0,191.66,13088,87,15254
Outdoor Storage,Cabinets,Perfect,12/9/18,0,0,0,0,0,0,0,0,0,186.76,13088,87,15254
Outdoor Storage,Cabinets,Perfect,12/2/18,0,0,0,0,0,0,0,0,0,181.86,13088,87,15254
Outdoor Storage,Cabinets,Perfect,11/25/18,125,0,125,1,1,1,0.01,160,106.57,176.89,12939,85,15081
Outdoor Storage,Cabinets,Perfect,11/18/18,0,0,0,0,0,0,0,0,0,175.07,13090,86,15256
Outdoor Storage,Cabinets,Perfect,11/11/18,0,0,0,0,0,0,0,0,0,171.22,12828,85,14951
Outdoor Storage,Cabinets,Perfect,11/4/18,700,350,350,2,1,1,0.01,449,51.13,164.92,12828,85,14951
Outdoor Storage,Cabinets,Perfect,10/28/18,0,0,0,0,0,0,0,0,0,160.09,13156,86,15333
Outdoor Storage,Cabinets,Perfect,10/21/18,120,60,60,2,1,1,0.01,77,48.9,153.93,13156,86,15333
Outdoor Storage,Cabinets,Perfect,10/14/18,0,0,0,0,0,0,0,0,0,149.03,13215,87,15403
Outdoor Storage,Cabinets,Perfect,10/7/18,0,0,0,0,0,0,0,0,0,144.13,13215,87,15403
Outdoor Storage,Cabinets,Great,1/13/19,1579,0,1579,11,11,11,0.09,2024,186.03,228.76,15938,107,18576
Outdoor Storage,Cabinets,Great,1/6/19,648,162,486,4,3,3,0.03,623,304.54,227.22,17685,118,20612
Outdoor Storage,Cabinets,Great,12/30/18,41.76,136.76,-95,1,0,1,0,-122,136.52,222.25,18128,120,21128
Outdoor Storage,Cabinets,Great,12/23/18,255,170,85,3,1,1,0.01,109,412.1,220.99,18043,120,21029
Outdoor Storage,Cabinets,Great,12/16/18,342,171,171,2,1,1,0.01,219,124.97,215.67,18128,121,21128
Outdoor Storage,Cabinets,Great,12/9/18,0,0,0,0,0,0,0,0,0,210.42,18296,122,21324
Outdoor Storage,Cabinets,Great,12/2/18,0,0,0,0,0,0,0,0,0,205.52,18296,122,21324
Outdoor Storage,Cabinets,Great,11/25/18,360,180,180,2,1,1,0.01,231,65.22,199.43,18296,122,21324
Outdoor Storage,Cabinets,Great,11/18/18,35.59,26.59,9,2,0,1,0,12,161.01,193.06,18307,123,21337
Outdoor Storage,Cabinets,Great,11/11/18,0,0,0,0,0,0,0,0,0,189,18547,124,21617
Outdoor Storage,Cabinets,Great,11/4/18,134,67,67,2,1,1,0.01,86,79.62,183.19,18547,124,21617
Outdoor Storage,Cabinets,Great,10/28/18,63,0,63,1,1,1,0.01,81,182.57,179.62,18459,124,21514
Outdoor Storage,Cabinets,Great,10/21/18,303,202,101,3,1,1,0.01,129,37.5,173.67,18516,125,21581
Outdoor Storage,Cabinets,Great,10/14/18,26.98,184.98,-158,1,0,1,0,-203,75.08,168.91,18631,126,21714
Outdoor Storage,Cabinets,Great,10/7/18,0,0,0,0,0,0,0,0,0,163.31,18295,124,21323
Outdoor Storage,Cabinets,OK,1/13/19,621,0,621,3,3,3,0.08,796,240.55,225.75,4704,33,5482
Outdoor Storage,Cabinets,OK,1/6/19,0,0,0,0,0,0,0,0,0,221.13,5387,36,6278
Outdoor Storage,Cabinets,OK,12/30/18,136,0,136,1,1,1,0.03,174,204.2,215.46,5387,36,6278
Outdoor Storage,Cabinets,OK,12/23/18,0,0,0,0,0,0,0,0,0,216.51,5477,36,6383
Outdoor Storage,Cabinets,OK,12/16/18,0,0,0,0,0,0,0,0,0,211.61,5477,36,6383
Outdoor Storage,Cabinets,OK,12/9/18,84,42,42,2,1,1,0.03,54,189.73,205.8,5477,36,6383
Outdoor Storage,Cabinets,OK,12/2/18,0,0,0,0,0,0,0,0,0,200.9,5518,37,6431
Outdoor Storage,Cabinets,OK,11/25/18,0,0,0,0,0,0,0,0,0,196,5518,37,6431
Outdoor Storage,Cabinets,OK,11/18/18,0,0,0,0,0,0,0,0,0,191.1,5518,37,6431
Outdoor Storage,Cabinets,OK,11/11/18,0,0,0,0,0,0,0,0,0,186.2,5518,37,6431
Outdoor Storage,Cabinets,OK,11/4/18,0,0,0,0,0,0,0,0,0,181.3,5518,37,6431
Outdoor Storage,Cabinets,OK,10/28/18,0,0,0,0,0,0,0,0,0,176.4,5518,37,6431
Outdoor Storage,Cabinets,OK,10/21/18,0,0,0,0,0,0,0,0,0,171.5,5518,37,6431
Outdoor Storage,Cabinets,OK,10/14/18,0,0,0,0,0,0,0,0,0,166.6,5518,37,6431
Outdoor Storage,Cabinets,OK,10/7/18,0,0,0,0,0,0,0,0,0,161.7,5518,37,6431
Kids Storage,Boxes,Perfect,1/13/19,596.62,42.62,554,14,13,12,0.07,1231,208.05,168.84,10418,183,21047
Kids Storage,Boxes,Perfect,1/6/19,791.92,60.92,731,13,12,14,0.06,1624,192.04,166.53,10881,194,21982
Kids Storage,Boxes,Perfect,12/30/18,586.3,53.3,533,11,10,10,0.05,1184,155.23,159.25,11759,207,23756
Kids Storage,Boxes,Perfect,12/23/18,552,0,552,11,11,9,0.05,1227,198.43,155.54,12220,215,24687
Kids Storage,Boxes,Perfect,12/16/18,382.5,42.5,340,9,8,8,0.03,756,143.37,153.23,12741,225,25740
Kids Storage,Boxes,Perfect,12/9/18,263,0,263,6,6,7,0.03,584,175.95,151.62,12825,228,25909
Kids Storage,Boxes,Perfect,12/2/18,1040.55,49.55,991,21,20,16,0.08,2202,168.86,146.23,12957,232,26176
Kids Storage,Boxes,Perfect,11/25/18,625.09,52.09,573,12,11,11,0.04,1273,125.36,142.17,13707,247,27691
Kids Storage,Boxes,Perfect,11/18/18,381,0,381,7,7,7,0.03,847,144.91,140.35,14024,256,28331
Kids Storage,Boxes,Perfect,11/11/18,250,0,250,5,5,5,0.02,556,118.58,136.08,14304,261,28898
Kids Storage,Boxes,Perfect,11/4/18,289.2,48.2,241,6,5,5,0.02,536,120.12,132.3,14304,262,28898
Kids Storage,Boxes,Perfect,10/28/18,217,0,217,4,4,6,0.02,482,62.76,127.61,14402,265,29096
Kids Storage,Boxes,Perfect,10/21/18,262.5,52.5,210,5,4,5,0.02,467,67.45,124.39,14176,260,28638
Kids Storage,Boxes,Perfect,10/14/18,491,0,491,9,9,9,0.03,1091,41.5,118.37,14307,263,28902
Kids Storage,Boxes,Perfect,10/7/18,156,52,104,3,2,5,0.01,231,97.02,118.02,14102,259,28489
Kids Storage,Boxes,Great,1/13/19,603.5,35.5,568,17,16,17,0.11,1262,110.5,138.74,7275,132,14698
Kids Storage,Boxes,Great,1/6/19,622,0,622,13,13,12,0.08,1382,104.49,131.6,7910,148,15980
Kids Storage,Boxes,Great,12/30/18,337.17,48.17,289,7,6,6,0.04,642,171.86,128.8,8537,160,17247
Kids Storage,Boxes,Great,12/23/18,442.13,49.13,393,9,8,9,0.05,873,110.34,125.65,8624,160,17422
Kids Storage,Boxes,Great,12/16/18,218,0,218,5,5,7,0.03,484,118.58,130.41,8797,162,17771
Kids Storage,Boxes,Great,12/9/18,317,0,317,7,7,8,0.04,704,128.51,128.1,8526,158,17224
Kids Storage,Boxes,Great,12/2/18,507.27,42.27,465,12,11,11,0.06,1033,133.9,122.85,8851,165,17880
Kids Storage,Boxes,Great,11/25/18,267,0,267,5,5,6,0.03,593,123.05,121.24,9149,173,18482
Kids Storage,Boxes,Great,11/18/18,364,91,273,8,6,7,0.03,607,127.59,117.46,9266,176,18720
Kids Storage,Boxes,Great,11/11/18,366.67,91.67,275,8,6,6,0.03,611,189.96,115.15,9493,181,19178
Kids Storage,Boxes,Great,11/4/18,244.5,81.5,163,6,4,4,0.02,362,88.09,112.77,9577,184,19347
Kids Storage,Boxes,Great,10/28/18,0,153,-153,0,-3,0,-0.02,-340,0,108.85,9570,185,19333
Kids Storage,Boxes,Great,10/21/18,183,61,122,3,2,2,0.01,271,49.9,106.19,9255,178,18698
Kids Storage,Boxes,Great,10/14/18,159,53,106,3,2,4,0.01,236,93.63,104.65,8987,174,18156
Kids Storage,Boxes,Great,10/7/18,293,0,293,5,5,6,0.03,651,82.01,101.92,8841,172,17860
Kids Storage,Boxes,OK,1/13/19,77,0,77,1,1,1,0.02,171,98.87,132.51,2616,50,5284
Kids Storage,Boxes,OK,1/6/19,140,0,140,3,3,3,0.06,311,142.99,127.89,2701,51,5456
Kids Storage,Boxes,OK,12/30/18,197,0,197,6,6,6,0.1,438,159.7,125.44,2855,54,5767
Kids Storage,Boxes,OK,12/23/18,0,0,0,0,0,0,0,0,0,125.09,2911,58,5880
Kids Storage,Boxes,OK,12/16/18,47,0,47,1,1,2,0.02,104,77.15,125.72,2742,55,5540
Kids Storage,Boxes,OK,12/9/18,175,35,140,5,4,4,0.07,311,108.96,121.03,2729,55,5513
Kids Storage,Boxes,OK,12/2/18,144,36,108,4,3,3,0.05,240,133.9,116.55,2878,59,5813
Kids Storage,Boxes,OK,11/25/18,80,40,40,2,1,1,0.02,89,131.13,113.82,2911,60,5880
Kids Storage,Boxes,OK,11/18/18,0,17,-17,0,0,1,0,-38,38.81,111.72,2903,60,5864
Kids Storage,Boxes,OK,11/11/18,70,0,70,1,1,1,0.02,156,38.89,108.36,2838,59,5733
Kids Storage,Boxes,OK,11/4/18,103.5,34.5,69,3,2,3,0.03,153,80.54,102.76,2856,59,5769
Kids Storage,Boxes,OK,10/28/18,108,0,108,2,2,1,0.03,240,98.56,99.89,2929,61,5918
Kids Storage,Boxes,OK,10/21/18,62,0,62,1,1,2,0.02,138,57.44,96.04,2962,62,5984
Kids Storage,Boxes,OK,10/14/18,78,0,78,1,1,1,0.02,173,18.87,90.65,2974,62,6009
Kids Storage,Boxes,OK,10/7/18,98,0,98,2,2,2,0.03,218,77.39,84.77,3001,62,6062
Kids Storage,Bags,Perfect,1/13/19,71,0,71,2,2,3,0.12,104,108.57,96.11,910,15,1672
Kids Storage,Bags,Perfect,1/6/19,132,0,132,2,2,4,0.13,194,91.32,142.17,816,13,1500
Kids Storage,Bags,Perfect,12/30/18,430,0,430,6,6,6,0.29,632,44.89,74.76,972,15,1788
Kids Storage,Bags,Perfect,12/23/18,280,70,210,4,3,4,0.17,309,4.54,69.51,986,15,1812
Kids Storage,Bags,Perfect,12/16/18,56,0,56,1,1,2,0.07,82,16.86,92.96,952,14,1749
Kids Storage,Bags,Perfect,12/9/18,358.17,51.17,307,7,6,7,0.32,451,230.31,136.08,848,13,1559
Kids Storage,Bags,Perfect,12/2/18,179,0,179,3,3,3,0.14,263,81.93,134.47,1143,19,2101
Kids Storage,Bags,Perfect,11/25/18,98,49,49,2,1,1,0.05,72,15.79,131.18,1224,20,2251
Kids Storage,Bags,Perfect,11/18/18,0,49,-49,0,-1,0,-0.06,-72,0,142.94,1150,19,2113
Kids Storage,Bags,Perfect,11/11/18,285,57,228,5,4,5,0.18,335,8.24,121.17,1095,18,2012
Kids Storage,Bags,Perfect,11/4/18,84,42,42,2,1,2,0.05,62,106.65,115.99,1137,19,2091
Kids Storage,Bags,Perfect,10/28/18,180,60,120,3,2,2,0.13,176,11.55,150.78,810,14,1488
Kids Storage,Bags,Perfect,10/21/18,195,0,195,3,3,4,0.18,287,36.5,139.16,761,14,1399
Kids Storage,Bags,Perfect,10/14/18,263,0,263,5,5,5,0.23,387,70.46,136.64,985,17,1810
Kids Storage,Bags,Perfect,10/7/18,434.4,72.4,362,6,5,5,0.22,532,6.31,120.47,1019,18,1872
Kids Storage,Bags,Great,1/13/19,346,0,346,5,5,5,0.46,509,59.6,96.67,322,6,592
Kids Storage,Bags,Great,1/6/19,361,0,361,6,6,7,0.38,531,23.18,70.84,633,10,1163
Kids Storage,Bags,Great,12/30/18,700.36,58.36,642,12,11,11,0.42,944,28.57,49.21,992,15,1824
Kids Storage,Bags,Great,12/23/18,894.92,63.92,831,14,13,12,0.37,1222,1.62,32.13,1348,22,2477
Kids Storage,Bags,Great,12/16/18,192,96,96,4,2,2,0.11,141,191.73,95.97,1144,17,2103
Kids Storage,Bags,Great,12/9/18,130,0,130,2,2,3,0.15,191,197.2,152.39,685,11,1260
Kids Storage,Bags,Great,12/2/18,79.38,63.38,16,2,0,1,0,24,68.07,128.59,754,12,1385
Kids Storage,Bags,Great,11/25/18,35.56,40.56,-5,1,0,2,0,-7,88.09,118.51,671,11,1233
Kids Storage,Bags,Great,11/18/18,0,37,-37,0,0,1,0,-54,284.82,145.95,733,12,1347
Kids Storage,Bags,Great,11/11/18,192,64,128,3,2,2,0.14,188,35.5,133.63,694,12,1276
Kids Storage,Bags,Great,11/4/18,0,-16,16,0,0,2,0,24,36.88,114.31,756,13,1389
Kids Storage,Bags,Great,10/28/18,336,168,168,4,2,3,0.13,247,9.39,107.17,745,13,1369
Kids Storage,Bags,Great,10/21/18,189,63,126,3,2,2,0.13,185,19.94,102.13,832,14,1529
Kids Storage,Bags,Great,10/14/18,288.33,115.33,173,5,3,3,0.16,254,7.24,90.51,932,16,1713
Kids Storage,Bags,Great,10/7/18,381.6,63.6,318,6,5,6,0.25,468,8.09,64.54,873,15,1606
Kids Storage,Bags,OK,1/13/19,67,0,67,1,1,1,0.2,99,0.23,250.11,178,4,328
Kids Storage,Bags,OK,1/6/19,158.67,39.67,119,4,3,3,0.43,175,63.53,175.42,178,4,328
Kids Storage,Bags,OK,12/30/18,187,0,187,4,4,4,0.36,275,3.47,126.56,308,7,566
Kids Storage,Bags,OK,12/23/18,176,0,176,4,4,4,0.29,259,0.77,90.16,462,10,849
Kids Storage,Bags,OK,12/16/18,142,0,142,2,2,2,0.25,209,31.96,196.07,295,6,542
Kids Storage,Bags,OK,12/9/18,0,0,0,0,0,0,0,0,0,224,307,6,564
Kids Storage,Bags,OK,12/2/18,0,0,0,0,0,0,0,0,0,263.41,230,5,423
Kids Storage,Bags,OK,11/25/18,0,0,0,0,0,0,0,0,0,258.51,230,5,423
Kids Storage,Bags,OK,11/18/18,0,0,0,0,0,0,0,0,0,253.61,230,5,423
Kids Storage,Bags,OK,11/11/18,0,0,0,0,0,0,0,0,0,248.71,230,5,423
Kids Storage,Bags,OK,11/4/18,0,4,-4,0,0,1,0,-6,105.72,191.59,167,4,307
Kids Storage,Bags,OK,10/28/18,0,7,-7,0,0,1,0,-10,11.63,166.74,222,5,408
Kids Storage,Bags,OK,10/21/18,63,0,63,1,1,1,0.17,93,3.93,183.05,222,5,408
Kids Storage,Bags,OK,10/14/18,108,0,108,2,2,2,0.25,159,9.47,157.36,278,6,512
Kids Storage,Bags,OK,10/7/18,219,73,146,3,2,3,0.22,215,7.62,97.65,329,7,605
Kids Storage,Shelves,Perfect,1/13/19,864.64,57.64,807,15,14,14,0.08,1754,123.82,150.22,11505,161,22737
Kids Storage,Shelves,Perfect,1/6/19,1263.16,63.16,1200,20,19,23,0.1,2609,96.87,141.89,11750,166,23222
Kids Storage,Shelves,Perfect,12/30/18,1034,0,1034,16,16,16,0.08,2248,69.69,135.73,13269,187,26224
Kids Storage,Shelves,Perfect,12/23/18,953.6,59.6,894,16,15,17,0.07,1943,107.11,130.13,14077,200,27820
Kids Storage,Shelves,Perfect,12/16/18,925,0,925,14,14,14,0.07,2011,132.67,135.59,13901,198,27472
Kids Storage,Shelves,Perfect,12/9/18,1149,0,1149,17,17,23,0.08,2498,143.3,136.64,13707,197,27089
Kids Storage,Shelves,Perfect,12/2/18,663,0,663,10,10,14,0.05,1441,136.83,138.53,14389,209,28437
Kids Storage,Shelves,Perfect,11/25/18,856,0,856,13,13,13,0.06,1861,195.73,140.84,13974,205,27617
Kids Storage,Shelves,Perfect,11/18/18,1179,0,1179,17,17,17,0.08,2563,143.68,143.85,14135,209,27935
Kids Storage,Shelves,Perfect,11/11/18,1377.89,68.89,1309,20,19,19,0.08,2846,103.95,135.94,15088,224,29817
Kids Storage,Shelves,Perfect,11/4/18,1227.61,64.61,1163,19,18,23,0.07,2528,78.54,132.23,15368,229,30372
Kids Storage,Shelves,Perfect,10/28/18,1074,0,1074,16,16,22,0.06,2335,100.02,128.52,16281,242,32176
Kids Storage,Shelves,Perfect,10/21/18,920,0,920,14,14,14,0.05,2000,65.76,126.77,16631,248,32867
Kids Storage,Shelves,Perfect,10/14/18,984.64,65.64,919,15,14,17,0.05,1998,84.78,125.65,16773,251,33148
Kids Storage,Shelves,Perfect,10/7/18,1508,0,1508,24,24,26,0.09,3278,99.02,127.75,15941,241,31504
Kids Storage,Shelves,Great,1/13/19,990.25,58.25,932,17,16,21,0.1,2026,123.66,126.28,9293,147,18365
Kids Storage,Shelves,Great,1/6/19,1691,0,1691,29,29,31,0.15,3676,84.78,114.87,10402,164,20557
Kids Storage,Shelves,Great,12/30/18,1001.6,62.6,939,16,15,17,0.07,2041,55.52,107.17,12169,191,24050
Kids Storage,Shelves,Great,12/23/18,1021.13,120.13,901,17,15,16,0.07,1959,81.39,107.59,11903,187,23524
Kids Storage,Shelves,Great,12/16/18,772.36,64.36,708,12,11,12,0.06,1539,190.42,128.38,10760,168,21265
Kids Storage,Shelves,Great,12/9/18,957.69,127.69,830,15,13,15,0.08,1804,119.74,134.05,10079,158,19920
Kids Storage,Shelves,Great,12/2/18,1449.8,131.8,1318,22,20,22,0.1,2865,134.67,130.9,11059,174,21857
Kids Storage,Shelves,Great,11/25/18,1042.31,61.31,981,17,16,16,0.08,2133,104.34,127.19,12076,190,23865
Kids Storage,Shelves,Great,11/18/18,978.21,65.21,913,15,14,14,0.07,1985,81.24,121.94,12739,201,25176
Kids Storage,Shelves,Great,11/11/18,506,0,506,9,9,11,0.04,1100,144.38,115.92,13706,216,27087
Kids Storage,Shelves,Great,11/4/18,1269.4,115.4,1154,22,20,20,0.08,2509,77.54,110.88,13941,221,27552
Kids Storage,Shelves,Great,10/28/18,733.33,133.33,600,11,9,13,0.04,1304,83.47,104.72,14553,233,28761
Kids Storage,Shelves,Great,10/21/18,1061.93,124.93,937,17,15,16,0.06,2037,62.29,100.45,14887,238,29422
Kids Storage,Shelves,Great,10/14/18,1498.29,130.29,1368,23,21,23,0.08,2974,51.9,94.15,15770,251,31165
Kids Storage,Shelves,Great,10/7/18,1949.87,121.87,1828,32,30,29,0.1,3974,102.1,88.9,16625,264,32857
Kids Storage,Shelves,OK,1/13/19,222,0,222,5,5,6,0.07,483,167.24,108.43,4278,72,8454
Kids Storage,Shelves,OK,1/6/19,266,0,266,5,5,7,0.06,578,27.1,101.43,4530,77,8952
Kids Storage,Shelves,OK,12/30/18,263,0,263,5,5,6,0.06,572,120.35,97.23,4835,82,9554
Kids Storage,Shelves,OK,12/23/18,157,0,157,3,3,3,0.04,341,82.01,90.58,4770,81,9426
Kids Storage,Shelves,OK,12/16/18,165,0,165,3,3,4,0.04,359,146.99,109.34,4364,74,8624
Kids Storage,Shelves,OK,12/9/18,342,0,342,6,6,6,0.08,743,184.57,118.51,4052,68,8009
Kids Storage,Shelves,OK,12/2/18,309,0,309,5,5,4,0.06,672,176.48,118.37,4346,74,8589
Kids Storage,Shelves,OK,11/25/18,315,0,315,5,5,5,0.06,685,63.6,110.46,4634,79,9159
Kids Storage,Shelves,OK,11/18/18,25.49,21.49,4,1,0,1,0,9,117.89,107.66,4882,83,9648
Kids Storage,Shelves,OK,11/11/18,84,0,84,2,2,4,0.02,183,74.84,101.5,4786,82,9459
Kids Storage,Shelves,OK,11/4/18,180,0,180,3,3,3,0.03,391,81.93,98.28,4873,84,9630
Kids Storage,Shelves,OK,10/28/18,316,0,316,6,6,8,0.07,687,82.08,93.73,4980,86,9841
Kids Storage,Shelves,OK,10/21/18,94,0,94,2,2,2,0.02,204,135.14,91.49,5129,89,10137
Kids Storage,Shelves,OK,10/14/18,382,0,382,7,7,8,0.07,830,66.14,86.73,5166,90,10209
Kids Storage,Shelves,OK,10/7/18,717,0,717,14,14,16,0.13,1559,70.46,78.33,5388,94,10648
Kids Storage,Boxes,Perfect,1/13/19,1298,0,1298,18,18,20,0.08,2884,121.12,146.86,18875,219,38131
Kids Storage,Boxes,Perfect,1/6/19,2165.28,83.28,2082,26,25,29,0.1,4627,88.55,138.46,19787,230,39973
Kids Storage,Boxes,Perfect,12/30/18,1407,0,1407,16,16,18,0.06,3127,122.43,134.47,22292,257,45033
Kids Storage,Boxes,Perfect,12/23/18,1132.36,94.36,1038,12,11,12,0.04,2307,112.65,134.75,22338,258,45127
Kids Storage,Boxes,Perfect,12/16/18,636,0,636,9,9,11,0.03,1413,82.62,139.02,22010,255,44464
Kids Storage,Boxes,Perfect,12/9/18,1828,0,1828,24,24,21,0.09,4062,74.46,128.66,21770,257,43980
